X-One Reference,Amount,Currency,Buy/Sell,Instrument Name,Product Price,Maturity Date,Trade Date,Option Type,Strike,Broker Fees,Broker Fees Ccy,Underlying Name
ELI-845600936,132050,SEK,Buy,EquityFuture,1390,42447,42444,,,,,OMX
ELI-845557045,2600,SEK,Sell,EquityListedOption,2.6,42447,42444,P,1360,0,EUR,OMX
ELI-845557046,10200,SEK,Buy,EquityListedOption,10.2,42447,42444,P,1390,500,EUR,OMX
ELI-845557047,376920,SEK,Buy,EquityFuture,1396,42447,42444,,,,,OMX
ELI-845512973,1575000,SEK,Buy,EquityFuture,1400,42447,42444,,,,,OMX
ELI-845512972,7500,SEK,Sell,EquityListedOption,5,42447,42444,C,1420,0,EUR,OMX
ELI-845512971,19800,SEK,Buy,EquityListedOption,13.2,42447,42444,P,1400,750,EUR,OMX
ELI-844994493,27625,SEK,Sell,EquityListedOption,55.25,42720,42440,P,1200,250,EUR,OMX
ELI-844994494,175760,SEK,Sell,EquityFuture,1352,42720,42440,,,,,OMX
ELI-843177222,347750,SEK,Sell,EquityFuture,1391,42447,42433,,,,,OMX
ELI-843177221,700,SEK,Sell,EquityListedOption,0.7,42447,42433,C,1480,0,EUR,OMX
ELI-843177220,10200,SEK,Buy,EquityListedOption,10.2,42447,42433,C,1420,500,EUR,OMX
ELI-843154600,746280,SEK,Sell,EquityFuture,1382,42447,42433,,,,,OMX
ELI-843154598,7650,SEK,Buy,EquityListedOption,7.65,42447,42433,C,1420,700,EUR,OMX
ELI-843154599,12300,SEK,Sell,EquityListedOption,12.3,42447,42433,P,1350,0,EUR,OMX
ELI-842848771,460020,SEK,Sell,EquityFuture,1353,42475,42432,,,,,OMX
ELI-842848769,17500,SEK,Sell,EquityListedOption,35,42475,42432,P,1340,0,EUR,OMX
ELI-842848770,6125,SEK,Buy,EquityListedOption,12.25,42475,42432,C,1420,250,EUR,OMX
ELI-842829017,7850,SEK,Buy,EquityListedOption,7.85,42447,42432,C,1420,700,EUR,OMX
ELI-842829018,23700,SEK,Sell,EquityListedOption,23.7,42447,42432,P,1370,0,EUR,OMX
ELI-842179444,523260,SEK,Sell,EquityFuture,1377,42447,42430,,,,,OMX
ELI-842179442,18500,SEK,Buy,EquityListedOption,18.5,42447,42430,C,1400,500,EUR,OMX
ELI-842115117,93800,SEK,Buy,EquityFuture,1340,42475,42430,,,,,OMX
ELI-842115114,61700,SEK,Buy,EquityListedOption,61.7,42538,42430,P,1300,700,EUR,OMX
ELI-842115115,32000,SEK,Sell,EquityListedOption,32,42475,42430,P,1300,0,EUR,OMX
ELI-841849616,6300,SEK,Buy,EquityListedOption,12.6,42475,42429,C,1400,350,EUR,OMX
ELI-841849622,443875,SEK,Sell,EquityFuture,1325,42475,42429,,,,,OMX
ELI-841849604,17375,SEK,Sell,EquityListedOption,34.75,42475,42429,P,1300,0,EUR,OMX
ELI-841778659,94080,SEK,Sell,EquityFuture,1344,42447,42429,,,,,OMX
ELI-841778661,29750,SEK,Buy,EquityListedOption,29.75,42538,42429,C,1400,700,EUR,OMX
ELI-841778660,10000,SEK,Sell,EquityListedOption,10,42447,42429,C,1400,0,EUR,OMX
ELI-840794981,52400,SEK,Sell,EquityListedOption,26.2,42447,42424,C,1340,1400,EUR,OMX
ELI-840794983,1050400,SEK,Buy,EquityFuture,1313,42447,42424,,,,,OMX
ELI-840694719,227120,SEK,Buy,EquityFuture,1336,42447,42424,,,,,OMX
ELI-840692771,227120,SEK,Buy,EquityFuture,1336,42447,42424,,,,,OMX
ELI-840692772,12375,SEK,Buy,EquityListedOption,24.75,42447,42424,P,1300,350,EUR,OMX
ELI-840694717,12375,SEK,Buy,EquityListedOption,24.75,42447,42424,P,1300,350,EUR,OMX
ELI-840373581,86121,SEK,Buy,EquityFuture,1367,42447,42423,,,,,OMX
ELI-840372743,170875,SEK,Buy,EquityFuture,1367,42447,42423,,,,,OMX
ELI-840373579,4062.5,SEK,Buy,EquityListedOption,16.25,42447,42423,P,1300,175,EUR,OMX
ELI-840372744,8125,SEK,Buy,EquityListedOption,16.25,42447,42423,P,1300,350,EUR,OMX
ELI-840073184,19750,SEK,Buy,EquityListedOption,19.75,42447,42422,C,1400,700,EUR,OMX
ELI-840073183,462740,SEK,Sell,EquityFuture,1361,42447,42422,,,,,OMX
ELI-839474455,13550,SEK,Buy,EquityFuture,1355,42447,42418,,,,,OMX
ELI-839474451,68850,SEK,Buy,EquityListedOption,137.7,42720,42418,P,1360,350,EUR,OMX
ELI-839474452,21000,SEK,Sell,EquityListedOption,42,42447,42418,P,1360,0,EUR,OMX
ELI-839372107,417880,SEK,Buy,EquityFuture,1348,42447,42418,,,,,OMX
ELI-839372108,3000,SEK,Sell,EquityListedOption,3,42447,42418,C,1460,0,EUR,OMX
ELI-839372109,16100,SEK,Buy,EquityListedOption,16.1,42447,42418,P,1270,700,EUR,OMX
ELI-838711441,2000,SEK,Sell,EquityListedOption,2,42447,42416,C,1460,0,EUR,OMX
ELI-838711442,19000,SEK,Buy,EquityListedOption,19,42447,42416,P,1250,700,EUR,OMX
ELI-838711444,409820,SEK,Buy,EquityFuture,1322,42447,42416,,,,,OMX
ELI-838705013,158880,SEK,Buy,EquityFuture,1324,42447,42416,,,,,OMX
ELI-838705015,84900,SEK,Buy,EquityListedOption,56.6,42475,42416,P,1300,1050,EUR,OMX
ELI-838705014,52500,SEK,Sell,EquityListedOption,35,42447,42416,P,1300,0,EUR,OMX
ELI-838436847,808110,SEK,Sell,EquityFuture,1314,42447,42415,,,,,OMX
ELI-838436846,44400,SEK,Buy,EquityListedOption,29.6,42447,42415,C,1340,750,EUR,OMX
ELI-837301282,528360,SEK,Buy,EquityFuture,1258,42447,42411,,,,,OMX
ELI-837301284,5500,SEK,Sell,EquityListedOption,5.5,42447,42411,C,1400,0,EUR,OMX
ELI-837301283,29500,SEK,Buy,EquityListedOption,29.5,42447,42411,P,1200,700,EUR,OMX
ELI-837079204,218110,SEK,Sell,EquityFuture,1283,42447,42410,,,,,OMX
ELI-837079183,17000,SEK,Buy,EquityListedOption,17,42447,42410,P,1180,500,EUR,OMX
ELI-837079184,35000,SEK,Sell,EquityListedOption,35,42447,42410,P,1250,0,EUR,OMX
ELI-836988135,4600,SEK,Sell,EquityListedOption,4.6,42447,42410,C,1400,700,EUR,OMX
ELI-836988131,126400,SEK,Buy,EquityFuture,1264,42447,42410,,,,,OMX
ELI-836581847,787500,SEK,Buy,EquityFuture,1260,42447,42409,,,,,OMX
ELI-836112189,2250,SEK,Sell,EquityListedOption,2.25,42419,42408,C,1390,0,EUR,OMX
ELI-836112190,21000,SEK,Buy,EquityListedOption,21,42419,42408,P,1280,700,EUR,OMX
ELI-836112191,598000,SEK,Buy,EquityFuture,1300,42419,42408,,,,,OMX
ELI-962769251,50000000,EUR,Sell,EquitySecurity,100,,42914,,,,,INTERBREW
ELI-963504791,23340,EUR,Sell,EquityFuture,116.7,43084,42916,,,1200,EUR,SX5ED-BK
ELI-916016222,611037,USD,Sell,EquityFuture,384.3,42720,42718,,,4598,USD,M1EF
ELI-958994847,49551.4,USD,Buy,EquityFuture,454.6,42993,42900,,,,,M1EF
ELI-958994845,86809.5,USD,Buy,EquityFuture,454.5,42993,42900,,,,,M1EF
ELI-958994846,135750,USD,Sell,EquityFuture,452.5,42902,42900,,,682,USD,M1EF
ELI-957806076,1792045.8,USD,Buy,EquityFuture,515.4,43266,42895,,,15462,USD,M1MS
ELI-957806075,269501.9,USD,Buy,EquityFuture,515.3,43266,42895,,,,,M1MS
ELI-957806077,2024400,USD,Sell,EquityFuture,506.1,42902,42895,,,,,M1MS
ELI-957476603,649732,USD,Buy,EquityFuture,511.6,43266,42894,,,7674,USD,M1MS
ELI-957476579,884895,USD,Buy,EquityFuture,511.5,43266,42894,,,,,M1MS
ELI-957476581,1506900,USD,Sell,EquityFuture,502.3,42902,42894,,,,,M1MS
ELI-941645766,291222.88,USD,Buy,EquityFuture,957.97,42902,42828,,,728,USD,MXEF
ELI-937015466,628368,USD,Buy,EquityFuture,456,42902,42809,,,,,NDUEEGFA
ELI-937015464,388426.8,USD,Buy,EquityFuture,455.9,42902,42809,,,,,NDUEEGFA
ELI-937015465,1012643,USD,Sell,EquityFuture,454.1,42811,42809,,,5063,USD,NDUEEGFA
ELI-936676444,244836,USD,Buy,EquityFuture,453.4,42902,42808,,,,,M1MS
ELI-936676445,503534,USD,Sell,EquityFuture,451.6,42811,42808,,,2518,USD,M1MS
ELI-936676443,260762.5,USD,Buy,EquityFuture,453.5,42902,42808,,,,,M1MS
ELI-936559614,40815,USD,Buy,EquityFuture,453.5,42902,42808,,,,,NDUEEGFA
ELI-936559616,598488,USD,Buy,EquityFuture,453.4,42902,42808,,,,,NDUEEGFA
ELI-936559615,636756,USD,Sell,EquityFuture,451.6,42811,42808,,,,,NDUEEGFA
ELI-936294618,1001700,USD,Sell,EquityFuture,445.2,42811,42807,,,10188,USD,NDUEEGFA
ELI-936294621,696859.2,USD,Buy,EquityFuture,452.8,43175,42807,,,,,NDUEEGFA
ELI-936294623,321869.7,USD,Buy,EquityFuture,452.7,43175,42807,,,,,NDUEEGFA
ELI-936294619,95067,USD,Buy,EquityFuture,452.7,43175,42807,,,,,M1MS
ELI-936294617,923712,USD,Buy,EquityFuture,452.8,43175,42807,,,,,M1MS
ELI-936294620,1001700,USD,Sell,EquityFuture,445.2,42811,42807,,,7641,USD,M1MS
ELI-936085552,716383.8,USD,Buy,EquityFuture,410.3,42902,42804,,,,,M1EF
ELI-936085553,822441.6,USD,Buy,EquityFuture,410.4,42902,42804,,,,,M1EF
ELI-936085554,1533000,USD,Sell,EquityFuture,408.8,42811,42804,,,7695,USD,M1EF
ELI-934300301,88964.65,USD,Buy,EquityFuture,936.47,42811,42797,,,444,USD,MXEF
ELI-916016223,67480,USD,Buy,EquityFuture,385.6,42811,42718,,,,,M1EF
ELI-916016220,545482.5,USD,Buy,EquityFuture,385.5,42811,42718,,,,,M1EF
ELI-915989681,2009280,USD,Sell,EquityFuture,418.6,42720,42718,,,10075,USD,M1MS
ELI-915989680,984196.5,USD,Buy,EquityFuture,419.7,42811,42718,,,,,M1MS
ELI-915989679,1030609,USD,Buy,EquityFuture,419.8,42811,42718,,,,,M1MS
ELI-909147322,59858.4,USD,Sell,EquityFuture,407.2,42720,42691,,,0,USD,NDUEEGFA
ELI-909147321,226347.6,USD,Sell,EquityFuture,407.1,42720,42691,,,2866,USD,NDUEEGFA
ELI-907671231,57624,USD,Sell,EquityFuture,411.6,42720,42688,,,0,USD,NDUEEGFA
ELI-907671230,164680,USD,Sell,EquityFuture,411.7,42720,42688,,,2224,USD,NDUEEGFA
ELI-905592001,107402.4,USD,Sell,EquityFuture,426.2,42720,42682,,,2130,USD,NDUEEGFA
ELI-905592003,105672.8,USD,Sell,EquityFuture,426.1,42720,42682,,,0,USD,NDUEEGFA
ELI-905592002,195960,USD,Sell,EquityFuture,426,42720,42682,,,0,USD,NDUEEGFA
ELI-905591997,367298.2,USD,Sell,EquityFuture,426.1,42720,42682,,,5631,USD,NDUEEGFA
ELI-891586562,49042.8,EUR,Buy,EquityFuture,95.6,42720,42626,,,379,EUR,SX7E
ELI-889595619,11160,EUR,Buy,EquityListedOption,3.72,43084,42618,P,60,1761.6,EUR,BASF_X
ELI-884515560,6884920,GBP,Buy,EquitySecurity,51.38,,42594,,,,,AZN.L
ELI-884515562,262,GBP,Buy,EquityListedOption,1.31,42720,42594,P,48,0,GBP,AZN.L
ELI-921287248,200,EUR,Buy,EquityListedOption,0.1,42811,42741,C,6000,,,STOX5E_X
ELI-921287247,5389400,EUR,Sell,EquityListedOption,2694.7,42811,42741,P,6000,,,STOX5E_X
ELI-921287246,200,EUR,Buy,EquityListedOption,0.1,42811,42741,P,1000,,,STOX5E_X
ELI-921287245,4623000,EUR,Sell,EquityListedOption,2311.5,42811,42741,C,1000,400,EUR,STOX5E_X
ELI-920902179,8088300,EUR,Sell,EquityListedOption,2696.1,42811,42740,P,6000,,,STOX5E_X
ELI-920902181,300,EUR,Buy,EquityListedOption,0.1,42811,42740,C,6000,,,STOX5E_X
ELI-920902182,300,EUR,Buy,EquityListedOption,0.1,42811,42740,P,1000,,,STOX5E_X
ELI-920902180,6931800,EUR,Sell,EquityListedOption,2310.6,42811,42740,C,1000,1200,EUR,STOX5E_X
ELI-918658002,300,EUR,Buy,EquityListedOption,0.1,42811,42727,C,6000,,,STOX5E_X
ELI-918658003,8238000,EUR,Sell,EquityListedOption,2746,42811,42727,P,6000,,,STOX5E_X
ELI-918658005,300,EUR,Buy,EquityListedOption,0.1,42811,42727,P,1000,,,STOX5E_X
ELI-918658004,6782100,EUR,Sell,EquityListedOption,2260.7,42811,42727,C,1000,600,EUR,STOX5E_X
ELI-917381985,30,EUR,Buy,EquityListedOption,0.1,42811,42723,C,6000,,,STOX5E_X
ELI-917381984,827430,EUR,Sell,EquityListedOption,2758.1,42811,42723,P,6000,,,STOX5E_X
ELI-917381983,30,EUR,Buy,EquityListedOption,0.1,42811,42723,P,1000,,,STOX5E_X
ELI-917381982,674430,EUR,Sell,EquityListedOption,2248.1,42811,42723,C,1000,60,EUR,STOX5E_X
ELI-901446019,1537500,EUR,Sell,EquityFuture,3075,42720,42664,,,100,EUR,STOX5E_X
ELI-901445921,50,EUR,Sell,EquityListedOption,0.1,42664,42664,P,3075,,,STOX5E_X
ELI-901445784,4300,EUR,Buy,EquityListedOption,8.6,42664,42664,C,3075,,,STOX5E_X
ELI-901101273,137025,EUR,Buy,EquityFuture,3045,42720,42663,,,,,STOX5E_X
ELI-901100730,13587750,EUR,Buy,EquityFuture,3050,42720,42663,,,900,EUR,STOX5E_X
ELI-901099685,59400,EUR,Buy,EquityListedOption,13.2,42664,42663,P,3050,,,STOX5E_X
ELI-901099216,100800,EUR,Sell,EquityListedOption,22.4,42664,42663,C,3050,,,STOX5E_X
ELI-868747365,100,EUR,Buy,EquityListedOption,0.1,42538,42537,C,6000,,,STOX5E_X
ELI-868747367,3195100,EUR,Sell,EquityListedOption,3195.1,42538,42537,P,6000,200,EUR,STOX5E_X
ELI-868747366,100,EUR,Buy,EquityListedOption,0.1,42538,42537,P,1000,,,STOX5E_X
ELI-868747368,1805100,EUR,Sell,EquityListedOption,1805.1,42538,42537,C,1000,,,STOX5E_X
ELI-863307892,100,EUR,Buy,EquityListedOption,0.1,42538,42516,C,6000,,,STOX5E_X
ELI-863307893,100,EUR,Buy,EquityListedOption,0.1,42538,42516,P,1000,,,STOX5E_X
ELI-863307891,2942000,EUR,Sell,EquityListedOption,2942,42538,42516,P,6000,350,EUR,STOX5E_X
ELI-863307894,2059700,EUR,Sell,EquityListedOption,2059.7,42538,42516,C,1000,,,STOX5E_X
ELI-862967666,114000,EUR,Buy,EquityListedOption,22.8,42517,42515,C,3050,,,STOX5E_X
ELI-862967606,63000,EUR,Sell,EquityListedOption,12.6,42517,42515,P,3050,,,STOX5E_X
ELI-862967738,152250,EUR,Sell,EquityFuture,3045,42538,42515,,,,,STOX5E_X
ELI-862967701,15097500,EUR,Sell,EquityFuture,3050,42538,42515,,,1000,EUR,STOX5E_X
ELI-862962663,8877000,EUR,Sell,EquityListedOption,2959,42538,42515,P,6000,1050,EUR,STOX5E_X
ELI-862962664,300,EUR,Buy,EquityListedOption,0.1,42538,42515,C,6000,,,STOX5E_X
ELI-862962662,300,EUR,Buy,EquityListedOption,0.1,42538,42515,P,1000,,,STOX5E_X
ELI-862962665,6128100,EUR,Sell,EquityListedOption,2042.7,42538,42515,C,1000,,,STOX5E_X
ELI-858184748,50,EUR,Buy,EquityListedOption,0.1,42496,42496,P,2900,100,EUR,STOX5E_X
ELI-858184747,19050,EUR,Sell,EquityListedOption,38.1,42496,42496,C,2900,,,STOX5E_X
ELI-858184865,1450000,EUR,Buy,EquityFuture,2900,42538,42496,,,,,STOX5E_X
ELI-858184076,78800,EUR,Sell,EquityListedOption,39.4,42496,42496,C,2900,700,EUR,STOX5E_X
ELI-858184075,2800,EUR,Buy,EquityListedOption,1.4,42496,42496,P,2900,,,STOX5E_X
ELI-858184123,5800000,EUR,Buy,EquityFuture,2900,42538,42496,,,,,STOX5E_X
ELI-856625037,1525000,EUR,Sell,EquityFuture,3050,42538,42489,,,,,STOX5E_X
ELI-856624972,28050,EUR,Buy,EquityListedOption,56.1,42489,42489,C,3050,100,EUR,STOX5E_X
ELI-856624973,50,EUR,Sell,EquityListedOption,0.1,42489,42489,P,3050,,,STOX5E_X
ELI-856620831,12200000,EUR,Buy,EquityFuture,3050,42538,42489,,,,,STOX5E_X
ELI-856620788,1600,EUR,Buy,EquityListedOption,0.4,42489,42489,P,3050,,,STOX5E_X
ELI-856620789,227600,EUR,Sell,EquityListedOption,56.9,42489,42489,C,3050,1400,EUR,STOX5E_X
ELI-856029015,3050000,EUR,Sell,EquityFuture,3050,42629,42487,,,,,STOX5E_X
ELI-856029014,6120000,EUR,Buy,EquityFuture,3060,42538,42487,,,700,EUR,STOX5E_X
ELI-856029013,3049000,EUR,Sell,EquityFuture,3049,42629,42487,,,,,STOX5E_X
ELI-854643355,200,EUR,Sell,EquityListedOption,0.2,42538,42481,C,6000,,,STOX5E_X
ELI-854643353,2920500,EUR,Buy,EquityListedOption,2920.5,42538,42481,P,6000,200,EUR,STOX5E_X
ELI-854643350,200,EUR,Sell,EquityListedOption,0.2,42538,42481,P,1000,,,STOX5E_X
ELI-854643352,2082700,EUR,Buy,EquityListedOption,2082.7,42538,42481,C,1000,,,STOX5E_X
ELI-848221302,300,EUR,Sell,EquityListedOption,0.1,42538,42453,C,6000,,,STOX5E_X
ELI-848221301,300,EUR,Sell,EquityListedOption,0.1,42538,42453,P,1000,,,STOX5E_X
ELI-848221300,9273300,EUR,Buy,EquityListedOption,3091.1,42538,42453,P,6000,,,STOX5E_X
ELI-848221299,5742300,EUR,Buy,EquityListedOption,1914.1,42538,42453,C,1000,600,EUR,STOX5E_X
ELI-847628692,100,EUR,Sell,EquityListedOption,0.1,42538,42451,C,6000,,,STOX5E_X
ELI-847628695,3047400,EUR,Buy,EquityListedOption,3047.4,42538,42451,P,6000,350,EUR,STOX5E_X
ELI-847628694,1958300,EUR,Buy,EquityListedOption,1958.3,42538,42451,C,1000,,,STOX5E_X
ELI-847628693,100,EUR,Sell,EquityListedOption,0.1,42538,42451,P,1000,,,STOX5E_X
ELI-837070316,3269900,EUR,Buy,EquityListedOption,3269.9,42538,42410,P,6000,,,STOX5E_X
ELI-837070317,100,EUR,Sell,EquityListedOption,0.1,42538,42410,C,6000,,,STOX5E_X
ELI-837070315,100,EUR,Sell,EquityListedOption,0.1,42538,42410,P,1000,,,STOX5E_X
ELI-837070314,1735300,EUR,Buy,EquityListedOption,1735.3,42538,42410,C,1000,350,EUR,STOX5E_X
ELI-836309730,100,EUR,Sell,EquityListedOption,0.1,42447,42408,P,1000,,,STOX5E_X
ELI-836309729,1778500,EUR,Buy,EquityListedOption,1778.5,42447,42408,C,1000,350,EUR,STOX5E_X
ELI-836309731,100,EUR,Sell,EquityListedOption,0.1,42447,42408,C,6000,,,STOX5E_X
ELI-836309728,3222900,EUR,Buy,EquityListedOption,3222.9,42447,42408,P,6000,,,STOX5E_X
ELI-836202325,4792650,EUR,Buy,EquityListedOption,3195.1,42447,42408,P,6000,,,STOX5E_X
ELI-836202327,150,EUR,Sell,EquityListedOption,0.1,42447,42408,C,6000,,,STOX5E_X
ELI-836202323,150,EUR,Sell,EquityListedOption,0.1,42447,42408,P,1000,,,STOX5E_X
ELI-836202326,2710350,EUR,Buy,EquityListedOption,1806.9,42447,42408,C,1000,525,EUR,STOX5E_X
ELI-836202324,4792650,EUR,Buy,EquityListedOption,3195.1,42447,42408,P,6000,,,STOX5E_X
ELI-836202320,150,EUR,Sell,EquityListedOption,0.1,42447,42408,C,6000,,,STOX5E_X
ELI-836202321,2710200,EUR,Buy,EquityListedOption,1806.8,42447,42408,C,1000,,,STOX5E_X
ELI-834590161,6052400,EUR,Buy,EquityListedOption,3026.2,42447,42402,P,6000,,,STOX5E_X
ELI-834590162,200,EUR,Sell,EquityListedOption,0.1,42447,42402,C,6000,,,STOX5E_X
ELI-834590160,200,EUR,Sell,EquityListedOption,0.1,42447,42402,P,1000,,,STOX5E_X
ELI-834590159,3952000,EUR,Buy,EquityListedOption,1976,42447,42402,C,1000,700,EUR,STOX5E_X
ELI-929707663,137538000,JPY,Buy,EquitySecurity,764.1,,42779,,,,,8306.T
ELI-951054657,10425,EUR,Sell,EquityListedOption,13.9,42867,42867,P,12700,,,DAX_X
ELI-951055511,7425,EUR,Buy,EquityListedOption,9.9,42867,42867,C,12700,,,DAX_X
ELI-944397135,441696,USD,Sell,EquityFuture,5136,42902,42838,,,,,MXWO_NTR
ELI-968696179,465570,GBP,Sell,EquityFuture,7390,42993,42937,,,,,FTSE
ELI-968696180,3250,GBP,Sell,EquityListedOption,6.5,42993,42937,C,7800,,,FTSE
ELI-968257986,96200,GBP,Sell,EquityFuture,7400,42993,42936,,,0,GBP,FTSE
ELI-968257987,1500,GBP,Buy,EquityListedOption,3,42965,42936,P,6750,,,FTSE
ELI-967958923,359170,GBP,Sell,EquityFuture,7330,42993,42935,,,,,FTSE
ELI-967958925,16687.5,GBP,Sell,EquityListedOption,44.5,42965,42935,P,7250,281.25,GBP,FTSE
ELI-967958924,8250,GBP,Buy,EquityListedOption,11,42965,42935,P,7000,,,FTSE
ELI-967900961,139650,GBP,Buy,EquityFuture,7350,42993,42935,,,,,FTSE
ELI-967900945,1937.5,GBP,Sell,EquityListedOption,15.5,42937,42935,P,7400,62.5,GBP,FTSE
ELI-967900944,16937.5,GBP,Buy,EquityListedOption,135.5,42993,42935,P,7400,,,FTSE
ELI-967900833,139650,GBP,Buy,EquityFuture,7350,42993,42935,,,,,FTSE
ELI-967900835,2250,GBP,Sell,EquityListedOption,18,42937,42935,P,7400,62.5,GBP,FTSE
ELI-967900836,17250,GBP,Buy,EquityListedOption,138,42993,42935,P,7400,,,FTSE
ELI-967542456,1500,GBP,Sell,EquityListedOption,6,42965,42934,C,7600,,,FTSE
ELI-967542455,2875,GBP,Buy,EquityListedOption,11.5,42965,42934,P,7000,125,GBP,FTSE
ELI-967542454,293600,GBP,Buy,EquityFuture,7340,42993,42934,,,,,FTSE
ELI-967141610,600,GBP,Sell,EquityListedOption,3,42937,42933,C,7500,,,FTSE
ELI-967141611,2600,GBP,Buy,EquityListedOption,13,42937,42933,C,7450,,,FTSE
ELI-967141609,6700,GBP,Sell,EquityListedOption,33.5,42937,42933,C,7400,150,GBP,FTSE
ELI-967141608,513800,GBP,Buy,EquityFuture,7340,42993,42933,,,0,GBP,FTSE
ELI-967141979,477750,GBP,Sell,EquityFuture,7350,42993,42933,,,0,GBP,FTSE
ELI-967141980,125,GBP,Sell,EquityListedOption,0.5,42937,42933,C,7550,,,FTSE
ELI-967141981,2875,GBP,Buy,EquityListedOption,11.5,42937,42933,C,7450,125,GBP,FTSE
ELI-966958605,13500,GBP,Buy,EquityListedOption,27,42993,42930,P,6900,250,GBP,FTSE
ELI-966958604,483120,GBP,Buy,EquityFuture,7320,42993,42930,,,,,FTSE
ELI-969662403,207669,EUR,Buy,EquityFuture,2.9667,42965,42942,,,388.5,EUR,KPN2.AS_X
ELI-950045171,111845.5254,EUR,Sell,EquityFuture,12.5514,42874,42864,,,,,TL5.MC
ELI-942383183,6732000,EUR,Sell,EquityFuture,3400,42902,42830,,,,,STOX5E_X
ELI-942584076,68100,EUR,Sell,EquityFuture,3405,42902,42830,,,,,STOX5E_X
ELI-935739632,467075,SEK,Buy,EquityFuture,133.45,42846,42803,,,3150,SEK,AXFO.ST
ELI-846395994,99280,EUR,Buy,EquityFuture,233.6,42447,42446,,,,,SXIE
ELI-846395995,99237.5,EUR,Buy,EquityFuture,233.5,42447,42446,,,496,EUR,SXIE
ELI-846312217,188820,EUR,Buy,EquityFuture,104.9,42538,42446,,,,,SX7E
ELI-846312216,441000,EUR,Buy,EquityFuture,105,42538,42446,,,,,SX7E
ELI-845898679,616050,EUR,Buy,EquityFuture,333,42447,42445,,,925,EUR,SX8P
ELI-845898682,484700,EUR,Sell,EquityFuture,327.5,42538,42445,,,,,SX8P
ELI-845898681,121212,EUR,Sell,EquityFuture,327.6,42538,42445,,,,,SX8P
ELI-836202322,150,EUR,Sell,EquityListedOption,0.1,42447,42408,P,1000,525,EUR,STOX5E_X
ELI-930840214,6450,HKD,Buy,EquityListedOption,129,42824,42782,C,10800,783.75,HKD,HSCE
ELI-930840218,156750,HKD,Sell,EquityFuture,10450,42793,42782,,,,,HSCE
ELI-927017454,29175,HKD,Sell,EquityFuture,9725,42793,42767,,,,,HSCE
ELI-927017418,110000,HKD,Buy,EquityListedOption,1100,43462,42767,C,9600,,,HSCE
ELI-927017397,78000,HKD,Sell,EquityListedOption,780,43097,42767,P,9600,,,HSCE
ELI-927017382,73000,HKD,Sell,EquityListedOption,730,43097,42767,C,9600,,,HSCE
ELI-882605286,8100000,EUR,Sell,EquityFuture,16200,42629,42586,,,1013.06,EUR,SPMIB_X
ELI-880747127,112000,EUR,Buy,EquityFuture,448,42601,42579,,,564.33,EUR,EOE_X
ELI-878415158,111000,EUR,Sell,EquityFuture,444,42601,42570,,,556.8,EUR,EOE_X
ELI-878352177,110750,EUR,Sell,EquityFuture,443,42601,42570,,,,,EOE_X
ELI-878298966,110500,EUR,Buy,EquityFuture,442,42601,42570,,,556.8,EUR,EOE_X
ELI-877030155,2716000,SEK,Buy,EquityFuture,1358,42566,42564,,,6790.75,SEK,OMX
ELI-876203078,2680000,SEK,Buy,EquityFuture,1340,42566,42562,,,6703,SEK,OMX
ELI-871704859,8000000,EUR,Sell,EquityFuture,16000,42629,42545,,,1001.375,EUR,SPMIB_X
ELI-868410565,105250,EUR,Sell,EquityFuture,421,42538,42536,,,526.325,EUR,EOE_X
ELI-868004404,1275000,SEK,Sell,EquityFuture,1275,42538,42535,,,,,OMX
ELI-861114335,107250,EUR,Sell,EquityFuture,429,42510,42508,,,537.9375,EUR,EOE_X
ELI-859389803,4337500,EUR,Buy,EquityFuture,17350,42538,42501,,,554.125,EUR,SPMIB_X
ELI-857312196,1320000,SEK,Sell,EquityFuture,1320,42510,42493,,,3324.25,SEK,OMX
ELI-856390699,4550000,EUR,Sell,EquityFuture,18200,42538,42488,,,580.875,EUR,SPMIB_X
ELI-852283014,4275000,EUR,Sell,EquityFuture,17100,42538,42472,,,548.81,EUR,SPMIB_X
ELI-852272187,4275000,EUR,Sell,EquityFuture,17100,42538,42472,,,548.8125,EUR,SPMIB_X
ELI-845584810,5670000,EUR,Sell,EquityFuture,18900,42447,42444,,,0,EUR,SPMIB_X
ELI-845343933,9450000,EUR,Sell,EquityFuture,18900,42447,42443,,,0,EUR,SPMIB_X
ELI-843507315,5355000,EUR,Sell,EquityFuture,17850,42447,42436,,,0,EUR,SPMIB_X
ELI-976331140,55,GBP,Buy,EquityListedOption,0.0275,42993,42969,P,1.9,388,GBP,BARC.L
ELI-976335781,545100,EUR,Buy,EquitySecurity,47.4,,42969,,,,,SOCIETE-GLE_X
ELI-966912718,1807300,EUR,Sell,EquitySecurity,17.05,,42930,,,,,CREDIT-ORDINA_X
ELI-963115920,253800,CHF,Buy,EquitySecurity,14.1,,42915,,,,,CSHOLDING
ELI-957072630,26.875,GBP,Sell,EquityListedOption,0.1075,42902,42893,C,6.8,171.5,GBP,HSBA1.L
ELI-955787744,2170000,EUR,Sell,EquitySecurity,15.5,,42887,,,,,DEUTSCHE-BANK_X
ELI-955804346,1284750,CHF,Sell,EquitySecurity,285.5,,42887,,,,,ZURINS-NEW
ELI-955804352,513900,CHF,Sell,EquitySecurity,285.5,,42887,,,,,ZURINS-NEW
