S.No,Outcome,JA_SCORE,FR_SCORE,BWA_SCORE,GESAMT_SCORE,krf,PD,Ertrag_marge,start_EAD,LGD_rest_Ecosfera_avg,LGD_12_Ecosfera,bonitaetsindex,std_krediturteil,VC_umsatz,default,v_verlust_aug,verlust,A_FLAG_NEUGESCHAEFT,EIP_BLANKO,EIP_PBLANKO,EIP_BSG,EIP_PBSG,EIP_GESAMTENGA,EIP_PROTONEUENGA,EIP_PROTONEUSICHERHEITEN,EIP_EWB,V_VOTIERUNGSDATUM,SRK_LGD_rest_Ecosfera_avg,SRK_LGD_12_Ecosfera
9811,1,0.0163,0.05244,0.01678,0.0298,5-,0.0359,3381.93,71100,0.0479,0.06261,204,21,26934000,0,0,0,1,175587.53,175587.53,0.5131,0.5131,360630.92,71100,39105,0,25FEB2011:13:50:32.446000,0.00172,0.002248
5542,1,0.06255,0.04187,0.0254,0.07661,6,0.0628,0,318400,0.03799,0.04844,187,1,81159373.32,0,0,0,1,465643.28,125025,0.4346,0.6073,823587.77,318400,193375,0,01MAR2012:13:47:37.505000,0.002386,0.003042
1557,1,0.0973,0.0375,0.0129,0.01704,4,0.0144,2411.87,39915.97,0.16835,0.22444,249,11,6252912.85,0,0,0,1,208673.74,208673.74,0.8415,0.8415,1316405.06,0,0,0,22OCT2015:15:13:27.267000,0.002424,0.003232
2227,1,0.03436,0.09471,0.10043,0.12338,6-,0.0834,1682.92,68500,0.16338,0.20377,223,21,520000,0,0,0,1,46348.92,46348.92,0.8948,0.8948,355748.56,68500,51375,0,01APR2014:15:25:39.061000,0.013626,0.016994
3375,1,0.00858,0.01124,0,0.00989,3,0.0084,12127.32,278970,0.00616,0.0063,205,31,2087135.5,0,0,0,1,88428.39,0,0.8708,0,684206.91,278970,263176,0,10FEB2016:16:05:38.378000,0.000052,0.000053
3322,1,0.04085,0.01726,0.01667,0.02584,5,0.0276,0,0,0,0,336,31,1760000,0,0,0,0,661768.18,661768.18,0.5796,0.5796,2760000,0,0,0,21OCT2015:14:02:29.334000,0,0
1355,1,0.04317,0.28256,0.02449,0.04587,6,0.0628,4151.15,139600,0.12437,0.16848,201,11,90000,0,0,0,1,110462.72,110462.72,0.8356,0.8192,671926.3,139600,103365,0,25FEB2014:16:35:46.768000,0.00781,0.010581
7557,1,0.08636,0.23324,0.12565,0.15092,6,0.0628,3147.89,97360.94,0.25666,0.28737,204,21,38000000,0,0,0,1,926896.52,1015494.98,0.0087,0.0164,1300000,97360.94,9736.09,0,24MAR2014:13:57:22.859000,0.016119,0.018047
3521,1,0.0085,0.04358,0.02779,0.0265,5,0.0276,0,0,0,0,282,31,2000000,0,0,0,0,67526.46,67526.46,0.825,0.825,385783.32,0,0,0,17MAR2017:11:19:16.477000,0,0
1342,1,0.07125,0.28256,0.06372,0.0613,7+,0.1101,643.44,7430.13,0.4267,0.44058,203,11,6000000,0,0,0,1,50198.81,0,0.544,0,608000,7430.13,743.01,0,27JAN2014:13:21:10.769000,0.04698,0.048508
1564,1,0.11049,0.05594,0.0293,0.03492,6+,0.0473,0,0,0,0,0,11,15000000,0,0,0,0,0,0,0,0,2380000,0,0,0,14DEC2015:15:40:24.487000,0,0
3565,1,0.10001,0.04187,0.13596,0.05776,7+,0.1101,0,0,0,0,0,41,0,0,0,0,0,2270257.72,0,0.626,0,7700000,0,0,0,18AUG2010:08:43:26.941000,0,0
7121,1,0.04369,0.21703,0.13893,0.13259,7+,0.1101,0,8407.76,0.09095,0.05682,196,11,419427486,0,0,0,1,1057289.96,680108.63,0.0282,0.0084,1087956.41,8407.76,840.78,0,07JAN2010:08:41:33.469000,0.010014,0.006256
4072,1,0.06621,0.12523,0.07743,0.05763,7+,0.1101,3217.69,54800,0.18069,0.23044,258,41,5929778.03,0,0,0,1,23612.71,0,0.9256,0,317252.63,54800,38360,0,20AUG2014:10:24:23.740000,0.019894,0.025372
3611,1,0.11809,0.08888,0.1483,0.0841,7-,0.1872,20138.65,462899.06,0.03809,0.0486,281,41,-1,0,0,0,1,96547.51,0,0.7977,0,485419.27,462899.06,361061.27,0,25JAN2011:10:36:18.463000,0.00713,0.009099
4528,1,0.02754,0.19881,0.02499,0.11289,6-,0.0834,19724.39,425290,0.0393,0.04753,260,0,2300000,0,0,0,1,46781.9,0,0.89,0,425290,425290,297703,0,27APR2011:15:51:51.313000,0.003277,0.003964
7651,1,0.09639,0.2673,0,0.16754,7-,0.1872,696.12,122000,0.07527,0.00834,226,11,0,0,0,0,1,388398.21,388398.21,0.6944,0.6944,1270836.61,122000,64050,0,02FEB2015:14:15:11.588000,0.014091,0.001561
3603,1,0.09655,0.05651,0.13849,0.0448,6,0.0628,8985.27,313908.3,0.02164,0.02547,190,41,2000000,0,0,0,1,76421.29,50926.29,0.8748,0.9129,610167.47,313908.3,204000,0,20DEC2010:09:25:09.671000,0.001359,0.0016
1756,1,0.0258,0.05073,0.02365,0.016,4,0.0144,5556.19,265000,0.2234,0.18716,209,11,0,0,0,0,1,215849.01,73975,0.7558,0.7208,883792.17,0,0,0,15MAR2017:14:19:09.578000,0.003217,0.002695
10468,1,0.02292,0.03198,0.0115,0.0233,5+,0.0217,13765.03,343500,0.03216,0.06092,186,21,0,0,0,0,1,0,0,1.0118,1.0637,1146549.56,0,0,0,22APR2016:09:49:37.888000,0.000698,0.001322
1995,1,0.0264,0.07985,0,0.16108,7+,0.1101,0,0,0,0,209,21,800000,0,0,0,0,0,0,0,0,221000,0,0,0,31JAN2012:08:51:00.890000,0,0
6679,1,0.03117,0.23678,0.09876,0.06314,7,0.1443,3247.27,132000,0.11635,0.14694,168,11,26117002.81,0,0,0,1,165010.51,107934.78,0.8097,0.8525,873371.31,132000,85800,0,14APR2014:14:24:22.985000,0.016789,0.021204
10182,1,0.0294,0.12523,0.06372,0.07378,7,0.1443,0,79420,0.08101,0.03824,291,21,65481911.4,0,0,0,1,31034.61,31034.61,0.8156,0.8156,168317.49,79420,55594,0,26FEB2014:10:33:44.373000,0.01169,0.005518
420,1,0.00626,0.09471,0.06459,0.05416,7+,0.1101,0,0,0,0,180,21,0,0,0,0,0,8262.55,0,0,0,6100000,0,0,0,02OCT2013:14:03:13.262000,0,0
9253,1,0.00386,0.2673,0.05462,0.11654,6-,0.0834,0,86900,0.03323,0.0424,241,21,-2,0,0,0,1,181950.24,181950.24,0.7728,0.7728,800889.27,86900,65175,0,11OCT2013:10:06:54.439000,0.002772,0.003536
6512,1,0.05346,0.18535,0.06716,0.05876,7+,0.1101,7300.28,254325,0.038,0.04905,168,1,5500000,0,0,0,1,52272.7,52272.7,0.891,0.891,479719.25,254325,182127.5,0,17DEC2012:13:21:27.002000,0.004183,0.0054
7621,0,0.09818,0.23678,0.08868,0.14699,7+,0.1101,0,0,0,0,226,31,10000000,0,0,0,0,87436.31,87436.31,0.6997,0.6997,406000,0,0,0,23OCT2014:10:18:48.928000,0,0
1568,1,0.04341,0.05167,0.00924,0.00738,2-,0.0057,0,0,0,0,240,11,2700000,0,0,0,0,200114.8,200114.8,0.7128,0.7128,977000,0,0,0,18NOV2015:15:15:12.411000,0,0
2479,1,0.00529,0.00657,0,0.06148,2,0.0048,5056.73,165500,0.02713,0.0338,284,21,2700000,0,0,0,1,16954.62,8175.46,0.9768,0.9856,729702.22,165500,0,0,21JAN2016:12:52:23.528000,0.00013,0.000162
1127,1,0.06255,0.09535,0.0254,0.04065,6,0.0628,0,318400,0.03799,0.04844,253,11,81159373.32,0,0,0,1,465643.28,125025,0.4346,0.6073,823587.77,318400,193375,0,01MAR2012:13:47:37.505000,0.002386,0.003042
5743,1,0.10171,0.12523,0.0226,0.16487,7,0.1443,12535.17,224680,0.09517,0.11236,266,1,1200000,0,0,0,1,59642.57,59642.57,0.8398,0.8398,372415.2,224680,191010,0,16DEC2013:17:30:05.794000,0.013733,0.016214
3543,1,0.07544,0.09471,0.15981,0.07448,7,0.1443,0,0,0,0,272,41,2276000,0,0,0,1,746833.47,746833.47,0.4831,0.4831,1444758.43,500000,350000,0,11JUN2010:09:10:54.720000,0,0
7755,1,0.04997,0.03461,0,0.04723,4,0.0144,1808.22,93000,0.171,0.23134,226,21,8500000,0,0,0,1,37963.51,134963.51,0.9466,0.8101,710606.52,93000,69750,0,26NOV2015:11:29:58.841000,0.002462,0.003331
8319,1,0.01596,0.18437,0.07053,0.03975,6,0.0628,9396.58,280000,0.05004,0.04781,201,31,-1,0,0,0,1,71676.59,0,0.7507,0,287566.94,280000,149500,0,24APR2013:15:02:54.317000,0.003142,0.003003
1262,1,0.03374,0.13378,0.04657,0.03613,6+,0.0473,32727.5,1036000,0.0061,0.0061,200,11,11000000,0,0,0,1,520085.31,0,0.8695,1,3985363.16,1036000,787150,0,16MAY2013:17:39:54.766000,0.000289,0.000289
10284,1,0.07589,0.09471,0.10988,0.09169,7-,0.1872,0,0,0,0,174,31,15669942.92,0,0,0,0,0,0,1,1.0492,4260000,0,0,0,15DEC2014:16:36:04.149000,0,0
5771,1,0.05596,0.09471,0.0536,0.15628,7+,0.1101,1418.54,65152.5,0.11454,0.13316,266,1,0,0,0,0,1,61330.77,61330.77,0.8287,0.8166,357929.63,65152.5,52000,0,27FEB2014:15:48:01.562000,0.012611,0.014661
4126,1,0.08176,0.12523,0.16536,0.07659,7-,0.1872,17347.6,349489,0.16317,0.18747,197,41,6000000,0,0,0,1,348989.41,348989.41,0.7106,0.7106,1250000,349489,227168.37,0,13FEB2015:08:39:27.991000,0.030546,0.035095
8987,0,0.00688,0.21609,0.06293,0.1109,6,0.0628,0,0,0,0,241,21,1810905.71,0,0,0,0,560506.56,207029.61,0.6602,0.6783,3000000,0,0,0,12AUG2011:14:38:40.436000,0,0
1123,1,0.03359,0.13303,0.03102,0.02613,5,0.0276,1696.69,121100,0.03771,0.04637,206,11,400000,0,0,0,1,245944.17,55401.98,0.6103,0.6516,631063.59,121100,78715,0,23FEB2012:10:38:09.629000,0.001041,0.00128
186,1,0.03575,0.07598,0.03749,0.05108,6-,0.0834,4874.01,67000,0.04205,0.05257,251,31,1160282,0,0,0,1,19092.44,0,0.9363,0,299583.61,67000,46900,0,11OCT2011:08:35:28.535000,0.003507,0.004384
6033,1,0.08671,0.04516,0.03103,0.11557,5-,0.0359,9125.51,265000,0.06254,0.07083,266,1,150000,0,0,0,1,370608.82,370608.82,0.7522,0.7522,1495600.78,265000,185500,0,23MAR2010:09:32:45.394000,0.002245,0.002543
9666,1,0.04647,0.02612,0.05939,0.04721,5-,0.0359,0,0,0,0,213,31,5300000,0,0,0,0,0,0,0,0,330000,0,0,0,07DEC2016:15:22:13.725000,0,0
6272,1,0.01001,0.17598,0.0513,0.04272,6,0.0628,18136.36,450000,0.03234,0.04254,168,0,0,0,0,0,1,59975.19,0,0.8771,1,487959.29,450000,351000,0,18FEB2011:09:29:10.575000,0.002031,0.002672
10262,1,0.0327,0.09471,0.04238,0.05816,7+,0.1101,3295.23,140000,0.13717,0.15506,209,21,26000000,0,0,0,1,231206.12,126532.28,0.824,0.8197,1600000,140000,91000,0,24SEP2014:08:53:22.391000,0.015102,0.017072
7072,1,0.02999,0.12884,0.10742,0.0867,5-,0.0359,4090.64,116620,0.02861,0.03836,197,41,260529,0,0,0,1,103027.87,66943.09,0.7517,0.7403,750000,116620,62328,0,14MAY2010:13:25:46.032000,0.001027,0.001377
9815,1,0.02196,0.04194,0.0863,0.04608,6,0.0628,1210.33,28500,0.04432,0.05752,209,21,12500000,0,0,0,1,41577.62,41577.62,0.8224,0.8224,234162.42,28500,15675,0,28FEB2011:17:42:37.118000,0.002783,0.003613
1760,1,0.1047,0.1188,0,0.07844,7-,0.1872,763.9,15000,0.11736,0.1315,0,11,0,0,0,0,1,142817.01,0,0.6067,0,363092.07,15000,11250,0,24MAY2017:12:25:43.252000,0.021971,0.024616
10504,0,0.04388,0.03616,0.02702,0.03664,6+,0.0473,7700.6,179000,0.15471,0.21244,253,21,3000000,0,0,0,1,102409.11,0,0.7831,0,472250.26,179000,134250,0,22JUL2016:12:52:53.065000,0.007318,0.010049
10074,1,0.00695,0.08888,0.01322,0.03889,6+,0.0473,3385.03,335000,0.03167,0.03478,291,21,650000,0,0,0,1,88994.78,88994.78,0.7967,0.7967,437722.41,335000,251250,0,18MAR2013:10:49:28.279000,0.001498,0.001645
9571,1,0.01038,0.03067,0,0.04228,4+,0.012,0,0,0,0,213,31,0,0,0,0,0,315320.79,315320.79,0.8806,0.8806,3500000,0,0,0,13APR2016:14:47:40.698000,0,0
1334,1,0.07059,0.23678,0,0.07844,7-,0.1872,6291.62,124900,0.1427,0.16877,203,11,0,0,0,0,1,86169,86169,0.2159,0.2159,125014.94,124900,0,0,09JAN2014:13:08:23.350000,0.026714,0.031595
1436,1,0.07241,0.23678,0.0226,0.05089,6-,0.0834,0,0,0,0,268,11,4121380.68,0,0,0,0,0,0,1,1.098,421766.41,0,0,0,16DEC2014:12:17:07.072000,0,0
5312,1,0.06511,0.05642,0.02292,0.13501,5-,0.0359,10715.61,347500,0.0424,0.04773,187,1,1500000,0,0,0,1,99703.61,99703.61,0.8537,0.8537,681499.86,347500,260625,0,01JUL2010:10:46:15.771000,0.001522,0.001713
1016,1,0.07752,0.11207,0.0226,0.03826,6+,0.0473,15055.85,311564,0.02888,0.04001,231,11,1430000,0,0,0,1,26745.28,0,0.957,0,622706.15,311564,210400,0,18MAY2011:09:58:39.602000,0.001366,0.001893
2240,1,0.01098,0.09471,0.08042,0.13087,6,0.0628,0,0,0,0,211,21,2250000,0,0,0,0,73819.77,33655.17,0.8649,0.8313,750000,0,0,0,27FEB2014:16:08:14.518000,0,0
3848,1,0.05675,0.0704,0.03407,0.03108,5-,0.0359,7631.76,300000,0.05349,0.06079,269,41,1150000,0,0,0,1,1554273.84,1554273.84,0.2028,0.2028,1949564.37,300000,0,0,14NOV2012:11:57:21.169000,0.00192,0.002182
9024,1,0.01836,0.12595,0.11094,0.08804,6-,0.0834,4976.72,149000,0.04313,0.04827,241,21,1800000,0,0,0,1,26594.53,26594.53,0.9128,0.9128,315087.37,149000,111750,0,08DEC2011:11:36:48.509000,0.003597,0.004026
7593,1,0.03551,0.31308,0.04949,0.14185,7+,0.1101,156.76,30078.71,0.25144,0.0479,226,21,1200000,0,0,0,1,70364.39,0,0.7681,0,303481.93,30078.71,0,0,14JUL2014:15:39:40.644000,0.027684,0.005273
1556,1,0.06732,0.03151,0.01667,0.02584,5,0.0276,0,0,0,0,203,11,1760000,0,0,0,0,661768.18,661768.18,0.5796,0.5796,2760000,0,0,0,21OCT2015:14:02:29.334000,0,0
9786,1,0.0194,0.0704,0.03109,0.04131,6,0.0628,14947.92,490000,0.0406,0.04898,242,21,-2,0,0,0,1,53900,0,0.89,0,490000,490000,343000,0,29DEC2010:15:03:01.071000,0.00255,0.003076
430,1,0.00721,0.09471,0.0254,0.04432,6,0.0628,0,0,0,0,215,21,-1,0,0,0,0,0,0,0,0,950000,0,0,0,12DEC2013:10:13:44.933000,0,0
2131,1,0.00301,0.09858,0.03921,0.09876,6,0.0628,9292.05,260000,0.04404,0.05173,206,21,8700000,0,0,0,1,96200,96200,0.63,0.63,260000,260000,182000,0,09APR2013:11:47:32.201000,0.002766,0.003249
4507,1,0.03675,0.14517,0.05444,0.10697,6-,0.0834,0,0,0,0,300,0,850000,0,0,0,1,53213.16,0,0.8,0,306046.76,206560,134264,0,13JAN2010:12:07:23.892000,0,0
3053,1,0.01154,0.12523,0.04693,0.06281,7+,0.1101,1848.62,78586.5,0.0514,0.06339,0,31,0,0,0,0,1,69431.29,84462.67,0.7238,0.4405,251364.38,78586.5,24150,0,07DEC2009:10:37:04.709000,0.005659,0.006979
5160,1,0.0528,0.0275,0.01873,0.04616,5,0.0276,771.1,21271.97,0.16835,0.22444,267,0,10000000,0,0,0,1,777302.41,777302.41,0.4157,0.4157,1330394.92,21271.97,11699.58,0,21MAR2016:14:59:56.178000,0.004647,0.006194
8617,1,0.07908,0.03144,0.04173,0.02728,5,0.0276,0,0,0,0,225,31,2400000,0,0,0,0,250383.06,0,0.5959,0,1010000,0,0,0,14OCT2015:16:54:34.292000,0,0
1145,1,0.0754,0.19451,0.04693,0.06236,7+,0.1101,611.39,19831.93,0.03814,0.04293,232,11,1460269,0,0,0,1,225475.87,20874.02,0.8328,0.3907,2200000,19831.93,14873.95,0,12APR2012:12:36:09.046000,0.0042,0.004727
2201,1,0.04713,0.09471,0.14556,0.17148,7+,0.1101,0,0,0,0,174,21,0,0,0,0,0,0,0,0,0,1780000,0,0,0,16DEC2013:07:56:07.882000,0,0
1038,1,0.05514,0.16584,0.03757,0.03255,5-,0.0359,4419.51,101664,0.04435,0.05032,192,11,2200000,0,0,0,1,149582.6,0,0.8148,0,807625.9,101664,71164.8,0,11JUL2011:11:24:12.978000,0.001592,0.001807
9836,1,0.02811,0.12348,0.06839,0.07387,7,0.1443,6244.6,146062.63,0.03234,0.0392,270,31,960000,1,0,0,1,29847.82,22070.82,0.8714,0.9016,251000,146062.63,95183.9,0,03MAY2011:15:50:12.435000,0.004667,0.005656
2896,0,0.00851,0.06755,0.03109,0.03623,6+,0.0473,1133.42,28740,0.04468,0.05403,224,31,1860020.17,0,0,0,1,76874.38,0,0.6553,0,298935.02,28740,19190,0,02MAR2012:11:05:31.898000,0.002113,0.002556
312,1,0.03934,0.09471,0.01607,0.05378,6-,0.0834,0,0,0,0,269,31,1200000,0,0,0,0,145358.04,145358.04,0.6887,0.6887,524306.91,0,0,0,23OCT2012:12:33:50.296000,0,0
303,1,0.00994,0.12523,0.01851,0.05483,7+,0.1101,715.21,21700,0.02809,0.01584,272,21,450000,0,0,0,1,72114.49,28879.54,0.782,0.6742,330827.07,21700,13801.2,0,27SEP2012:09:33:57.120000,0.003093,0.001744
27,1,0.01455,0.07401,0.0863,0.0552,7+,0.1101,0,0,0,0,230,21,22369902,0,0,0,1,95260,49056.48,0.78,0.8732,433000,433000,337740,0,21JUL2010:15:20:45.147000,0,0
5461,1,0.1202,0.03341,0.0464,0.13957,6+,0.0473,0,0,0,0,187,1,6800000,0,0,0,0,30670.97,30670.97,0.858,0.858,500000,0,0,0,26JUL2011:10:18:38.476000,0,0
4026,1,0.09352,0.09471,0.12088,0.04656,6,0.0628,5643.88,165500,0.18098,0.20611,249,41,10745000,0,0,0,1,135829.26,75872.29,0.7653,0.7932,578699.74,165500,124125,0,26MAR2014:08:44:48.620000,0.011365,0.012944
723,1,0.04763,0.00641,0.00686,0.02178,5+,0.0217,6832.6,150000,0.21587,0.26868,236,21,0,0,0,0,1,214071.93,64071.93,0.8412,0.9525,1348326.78,0,0,0,08FEB2016:16:17:14.213000,0.004684,0.00583
6893,1,0.04212,0.06326,0,0.03579,6+,0.0473,1331.87,27889.6,0.13967,0.18623,211,11,4000000,0,0,0,1,45362.62,27889.6,0.8187,0,250231.92,27889.6,0,0,10FEB2016:11:15:07.935000,0.006606,0.008809
3162,1,0.02832,0.09471,0.0536,0.05946,7+,0.1101,330.57,10000,0.1245,0.13519,313,31,3100000,0,0,0,1,28923.98,28923.98,0.9617,0.9617,755037.61,10000,7500,0,03JUN2014:10:50:22.918000,0.013707,0.014884
8005,1,0.08326,0.1235,0.12192,0.06481,7,0.1443,0,0,0,0,201,21,3237706.66,0,0,0,0,89191.81,0,0.7957,0,436622.46,0,0,0,08NOV2010:10:47:11.115000,0,0
1302,1,0.03916,0.17548,0.01264,0.03918,6+,0.0473,375.15,110000,0.04102,0.04822,203,11,0,0,0,0,1,75442.23,0,0.7465,0,297614.27,110000,81256,0,12SEP2013:17:08:35.922000,0.00194,0.002281
3338,1,0.05697,0.00411,0,0.03107,5-,0.0359,0,0,0,0,211,31,4340000,0,0,0,0,7027.39,7027.39,0.9901,0.9901,707253.95,0,0,0,20NOV2015:11:57:49.635000,0,0
5028,1,0.00717,0.2673,0.01622,0.15291,6-,0.0834,3757.49,109100,0.11297,0.15763,225,0,0,0,0,0,1,6546,0,0.9797,0,321916,109100,81825,0,21APR2015:09:54:47.898000,0.009421,0.013147
8220,1,0.0601,0.1843,0.14274,0.07451,7,0.1443,6468.98,229607,0.04741,0.05661,201,31,43838641.92,0,0,0,1,266436.64,141452.11,0.6847,0.5569,845124.59,229607,160724.9,0,05JUN2012:16:19:18.595000,0.006841,0.008168
7568,1,0.03518,0.23678,0.06473,0.11746,6,0.0628,0,0,0,0,0,11,0,0,0,0,0,65030.84,65030.84,0.8512,0.8512,800000,0,0,0,07MAY2014:16:45:53.171000,0,0
7735,1,0.08643,0.05328,0.05605,0.06627,6+,0.0473,0,0,0,0,226,21,7165000,0,0,0,0,69148.58,0,0.719,0,500000,0,0,0,16OCT2015:13:14:51.903000,0,0
6394,1,0.01004,0.22211,0.06613,0.05812,7+,0.1101,852.46,27900,0.04908,0.06171,168,0,9000000,0,0,0,1,34047.8,0,0.4456,0,61409.61,27900,0,0,07DEC2011:08:59:54.446000,0.005404,0.006794
9049,1,0.00562,0.20237,0.08103,0.11336,4-,0.0174,898.11,46500,0.0288,0.03154,241,11,17500000,0,0,0,1,53835.16,48033.73,0.7989,0.8166,267758.54,46500,30225,0,15DEC2011:11:11:26.088000,0.000501,0.000549
8538,1,0.08027,0.28256,0,0.06281,7+,0.1101,1463.39,25000,0.07158,0.07913,225,21,5000000,0,0,0,1,0,0,1.1406,0,385790.42,25000,0,0,04DEC2009:11:44:47.132000,0.007881,0.008712
8598,1,0.08351,0.1139,0,0.01016,3,0.0084,2684.19,150000,0.11219,0.17715,225,0,0,0,0,0,1,128688.91,0,0.823,0,726912.52,0,0,0,31JUL2015:12:58:49.057000,0.000942,0.001488
5605,1,0.02785,0.04516,0.03763,0.10719,5-,0.0359,8240.51,252575,0.02023,0.03012,187,1,5000000,0,0,0,1,100533.5,100533.5,0.732,0.732,375074.77,252575,202060,0,24OCT2012:09:13:04.976000,0.000726,0.001081
2991,1,0.04085,0.0704,0.0464,0.05322,6-,0.0834,4879.89,63160,0.04285,0.05265,243,31,15500000,0,0,0,1,70884.04,0,0.7684,0,306006.23,63160,31580,0,26FEB2013:16:46:41.596000,0.003574,0.004391
5193,1,0.04941,0.02991,0.0226,0.06415,5,0.0276,5488.46,144500,0.13384,0.18236,222,0,0,0,0,0,1,149544.95,149544.95,0.8636,0.8636,1096406.63,0,0,0,20JUN2016:13:20:41.733000,0.003694,0.005033
6921,1,0.01199,0.05266,0,0.01251,3-,0.0101,3102.08,90300,0.15406,0.19958,211,21,16000000,0,0,0,1,234217.92,112992.65,0.8659,0.7097,1747193.51,90300,63210,0,14MAR2016:11:57:57.607000,0.001556,0.002016
3667,1,0.07625,0.04187,0.07635,0.02137,4-,0.0174,0,0,0,0,272,41,-2,0,0,0,0,54193.62,0,0.8654,0,500000,0,0,0,25MAY2011:08:08:48.812000,0,0
7744,1,0.08507,0.04681,0,0.06384,6+,0.0473,2476.78,115000,0.10241,0.14231,226,31,0,0,0,0,1,857083.8,392984.18,0.7461,0.8342,7500000,115000,80500,0,05NOV2015:16:16:56.451000,0.004844,0.006731
34,1,0.01154,0.09471,0.04693,0.05152,6-,0.0834,18690.51,357740,0.02724,0.03215,214,21,11300000,0,0,0,1,114358.94,114358.94,0.7499,0.7499,493039.81,357740,250418,0,15DEC2009:15:37:59.741000,0.002272,0.002681
4976,1,0.04102,0.23678,0.02476,0.15399,7+,0.1101,5599.23,134386.45,0.05419,0.08852,233,0,8079000,0,0,0,1,0,0,1.157,1.1647,1127413.99,134386.45,156000,0,31OCT2014:14:50:08.760000,0.005967,0.009746
3411,1,0.01187,0.02408,0,0.01785,4,0.0144,2872.17,125000,0.15675,0.1982,226,31,125000,0,0,0,1,44350.3,7500,0.8324,0.94,264668.81,125000,93750,0,02MAY2016:10:58:12.178000,0.002257,0.002854
5989,1,0.04997,0.01562,0.0226,0.04723,4,0.0144,1808.22,93000,0.171,0.23134,266,1,8500000,0,0,0,1,37963.51,134963.51,0.9466,0.8101,710606.52,93000,69750,0,26NOV2015:11:29:58.841000,0.002462,0.003331
9003,1,0.02182,0.14333,0.05402,0.08021,5-,0.0359,4260.62,64000,0.04794,0.05966,241,21,350000,0,0,0,1,34993.5,14650.13,0.9076,0.8044,378556.11,64000,35200,0,11AUG2011:08:40:44.093000,0.001721,0.002142
46,1,0.01027,0.05642,0.06459,0.04147,6,0.0628,7456.15,165550,0.0312,0.04043,189,21,1407094.08,0,0,0,1,74136.77,0,0.8373,0,455776.42,165550,115885,0,17SEP2010:11:34:47.270000,0.00196,0.002539
1348,1,0.06993,0.25793,0.0132,0.05875,7+,0.1101,768.86,28500,0.14666,0.19263,236,11,5000000,0,0,0,1,58289.65,0,0.7714,0,255012.57,28500,21375,0,05FEB2014:10:32:10.990000,0.016147,0.021208
9062,1,0.02191,0.17651,0.1034,0.12272,5,0.0276,2007.18,44534.3,0.01264,0.01676,241,31,230000,0,0,0,1,32328,32328,0.9199,0.9173,403483.26,44534.3,40463.15,0,27JAN2012:10:48:44.892000,0.000349,0.000463
588,1,0.01186,0.12523,0.08745,0.07346,7,0.1443,4792.45,151706.65,0.12542,0.1421,166,21,402000000,0,0,0,1,298775.07,298775.07,0.8597,0.65,2129329.33,151706.65,98609.32,0,04MAR2015:09:07:04.787000,0.018098,0.020505
1064,1,0.04293,0.18804,0.01778,0.06079,7+,0.1101,3307.32,61750,0.03452,0.04488,281,11,4000000,0,0,0,1,65811.66,65811.66,0.7772,0.7772,295444.83,61750,43225,0,16SEP2011:09:29:05.489000,0.003801,0.004941
7170,1,0.0417,0.12943,0.17307,0.10831,6-,0.0834,3073.27,87750,0.05505,0.04466,196,31,2600000,0,0,0,1,511303.42,427771.48,0.7249,0.7356,1858667.31,87750,73125,0,14APR2011:08:23:59.668000,0.004592,0.003725
1807,1,0.0065,0.04516,0.06243,0.06067,5+,0.0217,2427.21,80235,0.07759,0.08637,257,21,9563640.46,0,0,0,1,994868.18,839040.43,0.5207,0.5321,2075693.2,80235,0,0,18AUG2010:16:34:22.790000,0.001684,0.001874
5580,1,0.0675,0.12348,0.04509,0.14565,7,0.1443,39229.46,743500,0.03373,0.03941,187,1,1750000,1,0,0,1,118960,0,0.84,0,743500,743500,483275,0,05JUL2012:12:35:05.759000,0.004867,0.005687
6516,1,0.00662,0.15662,0.06531,0.02503,5+,0.0217,3161.11,94000,0.02472,0.03452,168,1,1900000,0,0,0,1,88242.52,55360.85,0.8395,0.7711,549646.07,94000,81000,0,14JAN2013:13:40:14.641000,0.000536,0.000749
7127,1,0.05509,0.17065,0.03863,0.09357,5-,0.0359,0,0,0,0,196,31,-2,0,0,0,0,0,0,1.8368,0,400000,0,0,0,12NOV2010:12:43:19.509000,0,0
3077,1,0.01334,0.09471,0.01584,0.0441,6,0.0628,0,0,0,0,168,31,650000,0,0,0,0,22382.61,0,0.8817,0,400000,0,0,0,17OCT2013:11:24:08.187000,0,0
4745,1,0.07445,0.14247,0.03109,0.11137,7+,0.1101,7989.44,144000,0.04267,0.04793,241,0,0,0,0,0,1,65910,0,0.8107,0,348227.31,144000,108000,0,14DEC2012:13:47:40.243000,0.004698,0.005277
4471,1,0.02358,0.11271,0.06459,0.1036,6+,0.0473,77.49,2710.2,0.10327,0.10895,166,0,335900000,0,0,0,1,736159.47,566554.26,0.0312,0.0402,759897.61,2710.2,271.02,0,19OCT2010:09:27:46.460000,0.004885,0.005153
10069,1,0.01016,0.04516,0.0129,0.02382,5+,0.0217,561.69,273450,0.02261,0.02123,205,31,1200000,0,0,0,1,158494.12,0,0.8281,0,922070.71,273450,204000,0,14MAR2013:07:47:08.820000,0.000491,0.000461
3172,1,0.03639,0.12523,0.02708,0.06684,7,0.1443,7914.48,250000,0.0061,0.0061,237,31,10000000,0,0,0,1,0,0,1.0868,0,512500,250000,243520,0,25JUN2014:13:26:49.319000,0.00088,0.00088
